"","state","account.length","area.code","international.plan","voice.mail.plan","number.vmail.messages","total.day.minutes","total.day.calls","total.day.charge","total.eve.minutes","total.eve.calls","total.eve.charge","total.night.minutes","total.night.calls","total.night.charge","total.intl.minutes","total.intl.calls","total.intl.charge","number.customer.service.calls","Churn"
"1929","43",0.495098039215686,1,"1","1",0,0.229634831460674,0.219047619047619,0.22965716646014,0.774074074074074,0.764150943396226,0.774291938997821,0.280297397769517,0.423076923076923,0.280165289256198,0.561151079136691,0.444444444444444,0.56,0.333333333333333,"1"
"1930","51",0.338235294117647,0.0686274509803922,"1","1",0,0.483497191011236,0.79047619047619,0.483477901693515,0.346296296296296,0.773584905660377,0.34640522875817,0.72453531598513,0.461538461538462,0.724793388429752,0.589928057553957,0.333333333333333,0.589333333333333,0,"1"
"1931","35",0.691176470588235,0.0686274509803922,"1","1",0,0.378160112359551,0.438095238095238,0.378149524989674,0.53,0.471698113207547,0.529847494553377,0.551301115241636,0.461538461538462,0.551239669421488,0.539568345323741,0,0.538666666666667,0.333333333333333,"1"
"1932","9",0.392156862745098,1,"2","1",0,0.747542134831461,0.361904761904762,0.747418422139612,0.451481481481481,0.0188679245283019,0.451416122004357,0.202973977695167,0.798076923076923,0.202479338842975,0.316546762589928,0.444444444444444,0.317333333333333,0.333333333333333,"1"
"1933","40",0.0784313725490196,0.0686274509803922,"1","1",0,0.434691011235955,0.723809523809524,0.434737711689385,0.548888888888889,0.311320754716981,0.549019607843137,0.926765799256506,0.557692307692308,0.927272727272727,0.37410071942446,0.444444444444444,0.373333333333333,0.333333333333333,"1"
"1934","39",0.57843137254902,0,"1","1",0,0.780898876404495,0.514285714285714,0.780875671210244,0.705555555555556,0.188679245283019,0.705446623093682,0.607434944237918,0.394230769230769,0.607438016528926,0.474820143884892,0.111111111111111,0.474666666666667,0.333333333333333,"2"
"1935","12",0.509803921568627,0.0686274509803922,"1","1",0,0.855337078651685,0.733333333333333,0.855225113589426,0.872222222222222,0.452830188679245,0.872331154684096,0.509665427509294,0.586538461538462,0.509917355371901,0.381294964028777,0.222222222222222,0.381333333333333,0,"2"
"1936","21",0.524509803921569,0.0686274509803922,"2","2",0.84,0.324438202247191,0.40952380952381,0.324452705493598,0.374074074074074,0.754716981132076,0.374291938997821,0.66542750929368,0.307692307692308,0.665289256198347,0.733812949640288,0.444444444444444,0.733333333333333,1,"2"
"1937","46",0.436274509803922,0.0686274509803922,"1","1",0,0.225772471910112,0.676190476190476,0.22573316811235,0.175185185185185,0.811320754716981,0.17516339869281,0.456877323420074,0.548076923076923,0.45702479338843,0.575539568345324,0.222222222222222,0.576,0.666666666666667,"1"
"1938","16",0.485294117647059,0.0686274509803922,"1","2",0.66,0.635533707865168,0.542857142857143,0.635481206113176,0.32962962962963,0.905660377358491,0.329847494553377,0.123791821561338,0.663461538461538,0.12396694214876,0.625899280575539,0.333333333333333,0.626666666666667,0.333333333333333,"1"
"1939","38",0.754901960784314,0,"1","2",0.6,0.318820224719101,0.371428571428571,0.318876497315159,0.453333333333333,0.405660377358491,0.453159041394336,0.701486988847584,0.355769230769231,0.701652892561983,0.244604316546763,0.555555555555556,0.245333333333333,0.333333333333333,"1"
"1940","4",0.549019607843137,1,"1","1",0,0.319522471910112,0.504761904761905,0.319496076001652,0.596666666666667,0.179245283018868,0.596514161220044,0.417843866171004,0.836538461538462,0.417355371900826,0.41726618705036,0.333333333333333,0.416,0.666666666666667,"2"
"1941","49",0.598039215686274,0.0686274509803922,"1","1",0,0.472261235955056,0.428571428571429,0.472118959107807,0.357777777777778,0.264150943396226,0.357734204793028,0.686245353159851,0.509615384615385,0.68595041322314,0.381294964028777,0.333333333333333,0.381333333333333,0.333333333333333,"1"
"1942","46",0.705882352941177,0,"1","1",0,0.567064606741573,0.733333333333333,0.566914498141264,0.222222222222222,0.358490566037736,0.222222222222222,0.830855018587361,0.836538461538462,0.830578512396694,0.302158273381295,0.222222222222222,0.301333333333333,0.333333333333333,"1"
"1943","25",0.200980392156863,0.0686274509803922,"1","1",0,0.515449438202247,0.485714285714286,0.51548946716233,0.498148148148148,0.424528301886792,0.498039215686275,0.793680297397769,0.413461538461538,0.793388429752066,0.388489208633094,0.222222222222222,0.389333333333333,0.666666666666667,"1"
"1944","34",0.607843137254902,1,"1","1",0,0.459620786516854,0.495238095238095,0.459520859149112,0.405925925925926,0.556603773584906,0.406100217864924,0.660223048327138,0.423076923076923,0.660330578512397,0.539568345323741,0.666666666666667,0.538666666666667,0,"1"
"1945","12",0.637254901960784,0.0686274509803922,"1","2",0.6,0.478581460674157,0.676190476190476,0.47852127220157,0.515925925925926,0.311320754716981,0.515904139433551,0.566914498141264,0.403846153846154,0.566942148760331,0.237410071942446,0.222222222222222,0.237333333333333,0.333333333333333,"1"
"1946","48",0.519607843137255,0.0686274509803922,"1","1",0,0.676615168539326,0.171428571428571,0.676579925650558,0.708888888888889,0.30188679245283,0.708932461873638,0.154646840148699,0.384615384615385,0.154545454545455,0.366906474820144,0.222222222222222,0.368,0.333333333333333,"1"
"1947","15",0.230392156862745,0,"1","1",0,0.563553370786517,0.247619047619048,0.563403552251136,0.506666666666667,0.632075471698113,0.506753812636166,0.3,0.240384615384615,0.3,0.122302158273381,0.444444444444444,0.122666666666667,0.333333333333333,"1"
"1948","15",0.367647058823529,1,"1","1",0,0.521067415730337,0.466666666666667,0.521065675340768,0.539259259259259,0.490566037735849,0.539433551198257,0.613011152416357,0.5,0.613223140495868,0.330935251798561,0.333333333333333,0.330666666666667,0,"1"
"1949","19",0.622549019607843,0.0686274509803922,"1","1",0,0.389044943820225,0.552380952380952,0.38909541511772,0.655555555555556,0.547169811320755,0.655773420479303,0.704460966542751,0.634615384615385,0.704132231404959,0.244604316546763,0.111111111111111,0.245333333333333,0.333333333333333,"1"
"1950","49",0.352941176470588,0.0686274509803922,"1","1",0,0.419241573033708,0.59047619047619,0.419248244527055,0.751111111111111,0.330188679245283,0.75119825708061,0.430483271375465,0.413461538461538,0.430578512396694,0.474820143884892,0.777777777777778,0.474666666666667,0,"1"
"1952","23",0.612745098039216,0.0686274509803922,"2","2",0.52,0.321629213483146,0.723809523809524,0.321561338289963,0.409259259259259,0.622641509433962,0.409150326797386,0.330111524163569,0.519230769230769,0.329752066115702,0.446043165467626,0.666666666666667,0.445333333333333,0.333333333333333,"1"
"1953","28",0.602941176470588,0.0686274509803922,"1","1",0,0.529494382022472,0.285714285714286,0.529533250722842,0.42962962962963,0.707547169811321,0.42962962962963,0.566914498141264,0.759615384615385,0.566942148760331,0.194244604316547,0.555555555555556,0.194666666666667,0.333333333333333,"1"
"1954","48",0.666666666666667,0,"1","1",0,0.600772471910112,0.695238095238095,0.600784799669558,0.59,0.490566037735849,0.589978213507625,0.579553903345725,0.788461538461538,0.579338842975207,0.553956834532374,0.444444444444444,0.554666666666667,0,"1"
"1955","29",0.343137254901961,1,"1","1",0,0.703300561797753,0.333333333333333,0.703221809169765,0.787037037037037,0.433962264150943,0.786928104575163,0.47360594795539,0.826923076923077,0.473553719008264,0.60431654676259,1,0.605333333333333,0,"2"
"1956","30",0.676470588235294,0.0686274509803922,"1","1",0,0.608848314606741,0.533333333333333,0.608839322593969,0.521851851851852,0.566037735849057,0.522004357298475,0.476579925650558,0.211538461538462,0.476859504132231,0.158273381294964,0.333333333333333,0.157333333333333,0,"1"
"1957","26",0.519607843137255,1,"1","2",0.6,0.566011235955056,0.380952380952381,0.565881866997109,0.522222222222222,0.39622641509434,0.52244008714597,0.349814126394052,0.269230769230769,0.349586776859504,0.661870503597122,0.333333333333333,0.661333333333333,1,"1"
"1958","18",0.715686274509804,0,"1","1",0,0.614817415730337,0.304761904761905,0.61482858323007,0.511481481481481,0.405660377358491,0.511546840958606,0.336431226765799,0.625,0.336363636363636,0.489208633093525,0.111111111111111,0.488,0.333333333333333,"1"
"1959","40",0.563725490196078,1,"1","1",0,0.350070224719101,0.752380952380952,0.350061957868649,0.2,0.433962264150943,0.2,0.240148698884758,0.153846153846154,0.239669421487603,0.647482014388489,0.111111111111111,0.648,1,"1"
"1960","35",0.28921568627451,1,"1","2",0.62,0.541081460674157,0.266666666666667,0.541098719537381,0.747407407407407,0.820754716981132,0.747276688453159,0.501115241635688,0.134615384615385,0.500826446280992,0.676258992805755,0.222222222222222,0.677333333333333,0.666666666666667,"1"
"1962","9",0.303921568627451,0,"1","1",0,0.278792134831461,0.676190476190476,0.278810408921933,0.68,0.39622641509434,0.680174291938998,0.358736059479554,0.346153846153846,0.358677685950413,0.553956834532374,0.333333333333333,0.554666666666667,1,"1"
"1963","33",0.455882352941176,0.0686274509803922,"1","1",0,0.246839887640449,0.304761904761905,0.246798843453119,0.651481481481482,0.981132075471698,0.651416122004357,0.692936802973978,0.423076923076923,0.692561983471074,0.503597122302158,0.222222222222222,0.504,1,"1"
"1964","40",0.637254901960784,0.0686274509803922,"1","1",0,0.263693820224719,0.819047619047619,0.263733994217266,0.494074074074074,0.641509433962264,0.494117647058824,0.286245353159851,0.548076923076923,0.28595041322314,0.482014388489209,0.444444444444444,0.482666666666667,0,"1"
"1965","26",0.769607843137255,1,"1","1",0,0.485252808988764,0.552380952380952,0.485130111524164,0.452962962962963,0.377358490566038,0.453159041394336,0.455762081784387,0.480769230769231,0.455371900826446,0.546762589928057,0.555555555555556,0.546666666666667,0.333333333333333,"1"
"1966","35",0.676470588235294,1,"1","1",0,0.698384831460674,0.59047619047619,0.698265179677819,0.384814814814815,0.556603773584906,0.384749455337691,0.544981412639405,0.673076923076923,0.544628099173554,0.553956834532374,0.111111111111111,0.554666666666667,0.333333333333333,"2"
"1968","49",0.681372549019608,0.0686274509803922,"1","1",0,0.322682584269663,0.304761904761905,0.322593969434118,0.667407407407407,0.481132075471698,0.667538126361656,0.395539033457249,0.730769230769231,0.39504132231405,0.431654676258993,1,0.432,1,"1"
"1969","18",0.348039215686274,0,"1","1",0,0.489466292134831,0.476190476190476,0.489467162329616,0.43962962962963,0.537735849056604,0.439651416122004,0.402973977695167,0.442307692307692,0.402479338842975,0.330935251798561,0.555555555555556,0.330666666666667,0.333333333333333,"1"
"1970","42",0.25,1,"1","2",0.4,0.335674157303371,0.152380952380952,0.335605121850475,0.437407407407407,0.707547169811321,0.437472766884532,0.770260223048327,0.567307692307692,0.770247933884297,0.726618705035971,0.111111111111111,0.728,0.333333333333333,"1"
"1972","17",0.357843137254902,0.0686274509803922,"1","2",0.64,0.480688202247191,0.571428571428571,0.48058653448988,0.905925925925926,0.632075471698113,0.905882352941176,0.628252788104089,0.423076923076923,0.628099173553719,0.402877697841727,0.333333333333333,0.402666666666667,0.333333333333333,"1"
"1973","29",0.602941176470588,0.0686274509803922,"1","1",0,0.395365168539326,0.514285714285714,0.395291201982652,0.703333333333333,0.60377358490566,0.703267973856209,0.263940520446097,0.134615384615385,0.263636363636364,0.654676258992806,0.333333333333333,0.656,0.666666666666667,"1"
"1976","48",0.343137254901961,0,"1","1",0,0.363412921348315,0.80952380952381,0.363279636513837,0.307777777777778,0.39622641509434,0.307625272331155,0.392936802973978,0.230769230769231,0.392561983471074,0.258992805755396,0.111111111111111,0.258666666666667,0.666666666666667,"1"
"1977","34",0.862745098039216,0.0686274509803922,"1","2",0.54,0.675912921348315,0.561904761904762,0.675753820735233,0.481851851851852,0.283018867924528,0.481917211328976,0.556505576208178,0.576923076923077,0.556198347107438,0.503597122302158,0.111111111111111,0.504,0.333333333333333,"1"
"1978","41",0.235294117647059,0.0686274509803922,"2","1",0,0.702598314606742,0.428571428571429,0.702602230483271,0.529259259259259,0.669811320754717,0.529411764705882,0.379553903345725,0.365384615384615,0.379338842975207,0.877697841726619,0.555555555555556,0.877333333333333,0.666666666666667,"2"
"1979","40",0.514705882352941,1,"2","1",0,0.583918539325843,0.352380952380952,0.583849648905411,0.37962962962963,0.122641509433962,0.379520697167756,0.36542750929368,0.519230769230769,0.365289256198347,0.712230215827338,0.222222222222222,0.712,1,"2"
"1980","14",0.28921568627451,1,"1","1",0,0.643960674157303,0.561904761904762,0.64394878149525,0.417037037037037,0,0.416993464052288,0.509293680297398,0.403846153846154,0.509090909090909,0.287769784172662,0.222222222222222,0.288,0.333333333333333,"1"
"1982","22",0.318627450980392,1,"1","1",0,0.281952247191011,0.819047619047619,0.281908302354399,0.674444444444444,0.481132075471698,0.674509803921569,0.552788104089219,0.711538461538462,0.552892561983471,0.136690647482014,0.444444444444444,0.136,0.333333333333333,"1"
"1983","42",0.607843137254902,0.0686274509803922,"1","1",0,0.442766853932584,0.247619047619048,0.442792234613796,0.702222222222222,0.349056603773585,0.70239651416122,0.472862453531599,0.451923076923077,0.472727272727273,0.884892086330935,0.333333333333333,0.885333333333333,0,"1"
"1984","41",0.553921568627451,1,"1","2",0.08,0.36376404494382,0.466666666666667,0.363692688971499,0.608888888888889,0.377358490566038,0.608714596949891,0.587360594795539,0.355769230769231,0.587603305785124,0.431654676258993,0.222222222222222,0.432,1,"1"
"1985","43",0.544117647058823,0.0686274509803922,"1","1",0,0.824438202247191,0.685714285714286,0.824452705493598,0.592962962962963,0.433962264150943,0.593028322440087,0.347211895910781,0.442307692307692,0.347107438016529,0.935251798561151,0.444444444444444,0.936,1,"2"
"1986","27",0.490196078431373,0,"1","2",0.32,0.285112359550562,0.619047619047619,0.285006195786865,0.601111111111111,0.462264150943396,0.601307189542484,0.425278810408922,0.605769230769231,0.424793388429752,0.345323741007194,0.444444444444444,0.344,0.666666666666667,"1"
"1988","1",0.284313725490196,0,"1","1",0,0.427668539325843,0.466666666666667,0.427715819909128,0.374814814814815,0.707547169811321,0.374727668845316,0.271003717472119,0.557692307692308,0.271074380165289,0.489208633093525,0.333333333333333,0.488,0,"1"
"1989","4",0.284313725490196,0,"1","1",0,0.39501404494382,0.219047619047619,0.39487814952499,0.443333333333333,0.471698113207547,0.443137254901961,0.545724907063197,0.769230769230769,0.545454545454545,0.625899280575539,0.111111111111111,0.626666666666667,0.333333333333333,"1"
"1991","9",0.480392156862745,0.0686274509803922,"1","1",0,0.361657303370786,0.39047619047619,0.361627426683189,0.536666666666667,0.471698113207547,0.53681917211329,0.610408921933085,0.740384615384615,0.610743801652892,0.647482014388489,0.333333333333333,0.648,0.666666666666667,"1"
"1992","46",0.730392156862745,1,"1","1",0,0.461727528089888,0.723809523809524,0.461586121437423,0.558518518518519,0.330188679245283,0.558605664488017,0.422676579925651,0.567307692307692,0.422314049586777,0.661870503597122,0.222222222222222,0.661333333333333,0.333333333333333,"1"
"1993","20",0.392156862745098,1,"1","1",0,0.642907303370787,0.285714285714286,0.642916150351095,0.305555555555556,0.367924528301887,0.305446623093682,0.439405204460967,0.5,0.439669421487603,0.302158273381295,0.222222222222222,0.301333333333333,0.666666666666667,"1"
"1994","16",0.416666666666667,1,"1","1",0,0.627106741573034,0.466666666666667,0.627013630731103,0.741851851851852,0.273584905660377,0.742047930283224,0.551301115241636,0.596153846153846,0.551239669421488,0.079136690647482,0.222222222222222,0.08,0,"1"
"1995","21",0.406862745098039,1,"1","1",0,0.462780898876405,0.466666666666667,0.462825278810409,0.339259259259259,0.433962264150943,0.339433551198257,0.120817843866171,0.211538461538462,0.120661157024793,0.517985611510791,0.666666666666667,0.517333333333333,0,"1"
"1996","34",0.573529411764706,1,"1","2",0.7,0.767556179775281,0.685714285714286,0.767451466336225,0.711481481481482,0.405660377358491,0.711546840958606,0.556877323420074,0.788461538461538,0.55702479338843,0.597122302158273,0,0.597333333333333,0.333333333333333,"1"
"1997","6",0.431372549019608,0.0686274509803922,"1","1",0,0.498595505617977,0.771428571428571,0.498554316398183,0.865925925925926,0.415094339622642,0.865795206971678,0.444609665427509,0.692307692307692,0.444628099173554,0.302158273381295,0.222222222222222,0.301333333333333,0.333333333333333,"1"
"1998","17",0.450980392156863,0.0686274509803922,"1","1",0,0.801615168539326,0.695238095238095,0.80152829409335,0.237407407407407,0.339622641509434,0.237472766884532,0.372118959107807,0.144230769230769,0.371900826446281,0.697841726618705,0.555555555555556,0.698666666666667,1,"1"
"1999","3",0.411764705882353,0.0686274509803922,"1","1",0,0.207162921348315,0.476190476190476,0.207145807517555,0.473333333333333,0.443396226415094,0.473202614379085,0.394052044609665,0.384615384615385,0.394214876033058,0.453237410071942,0.222222222222222,0.453333333333333,0.666666666666667,"1"
"2000","51",0.779411764705882,0,"1","1",0,0.158005617977528,0.657142857142857,0.157992565055762,0.476296296296296,0.443396226415094,0.476252723311547,0.346840148698885,0.0576923076923077,0.346280991735537,0.539568345323741,0.888888888888889,0.538666666666667,0,"1"
"2001","39",0.132352941176471,0.0686274509803922,"1","1",0,0.458216292134831,0.380952380952381,0.458075175547294,0.354444444444444,0.415094339622642,0.354248366013072,0.471003717472119,0.615384615384615,0.471074380165289,0.482014388489209,0.222222222222222,0.482666666666667,1,"1"
"2003","35",0.759803921568627,0,"1","1",0,0.479634831460674,0.457142857142857,0.479553903345725,0.446666666666667,0.754716981132076,0.446623093681917,0.715613382899628,0.548076923076923,0.715702479338843,0.683453237410072,0.444444444444444,0.682666666666667,1,"1"
"2004","38",0.156862745098039,0.0686274509803922,"2","1",0,0.53686797752809,0.504761904761905,0.536761668731929,0.354444444444444,0.528301886792453,0.354248366013072,0.461710037174721,0.846153846153846,0.46198347107438,0.690647482014388,0.555555555555556,0.690666666666667,0.333333333333333,"1"
"2006","35",0.57843137254902,0.0686274509803922,"1","1",0,0.336025280898876,0.523809523809524,0.336018174308137,0.513333333333333,0.216981132075472,0.513289760348584,0.487732342007435,0.528846153846154,0.487603305785124,0.553956834532374,0.666666666666667,0.554666666666667,0.333333333333333,"1"
"2007","3",0.441176470588235,1,"1","2",0.54,0.586025280898876,0.466666666666667,0.585914911193722,0.259259259259259,0.424528301886792,0.259259259259259,0.538289962825279,0.326923076923077,0.53801652892562,0.230215827338129,0.111111111111111,0.229333333333333,1,"1"
"2008","23",0.495098039215686,1,"1","1",0,0.718047752808989,0.39047619047619,0.71788517141677,0.619259259259259,0.386792452830189,0.61917211328976,0.456505576208178,0.701923076923077,0.456198347107438,0.201438848920863,0.555555555555556,0.2,1,"1"
"2009","37",0.416666666666667,0.0686274509803922,"1","2",0.66,0.756320224719101,0.619047619047619,0.756299049979347,0.533703703703704,0.433962264150943,0.533769063180828,0.108921933085502,0.480769230769231,0.108264462809917,0.611510791366906,0.333333333333333,0.610666666666667,1,"1"
"2010","44",0.397058823529412,0.0686274509803922,"1","1",0,0.324087078651685,0.6,0.324039653035936,0.441851851851852,0.377358490566038,0.441830065359477,0.420074349442379,0.548076923076923,0.419834710743802,0.352517985611511,0.333333333333333,0.352,0,"1"
"2011","28",0.431372549019608,0,"1","1",0,0.239466292134831,0.990476190476191,0.2393638992152,0.457777777777778,0.886792452830189,0.457952069716776,0.391078066914498,0.182692307692308,0.390909090909091,0.669064748201439,0.666666666666667,0.669333333333333,0,"1"
"2012","14",0.416666666666667,0.0686274509803922,"1","1",0,0.549508426966292,0.485714285714286,0.549359768690624,0.473333333333333,0.443396226415094,0.473202614379085,0.469516728624535,0.721153846153846,0.469421487603306,0.424460431654676,0.666666666666667,0.424,1,"1"
"2013","15",0.651960784313726,0,"1","1",0,0.512991573033708,0.60952380952381,0.513011152416357,0.212962962962963,0.415094339622642,0.213071895424837,0.353159851301115,0.548076923076923,0.352892561983471,0.194244604316547,0.111111111111111,0.194666666666667,0.333333333333333,"1"
"2014","38",0.446078431372549,0.0686274509803922,"1","1",0,0.557584269662921,0.333333333333333,0.557620817843866,0.459259259259259,0.386792452830189,0.459259259259259,0.362453531598513,0.490384615384615,0.36198347107438,0.532374100719424,0.111111111111111,0.533333333333333,0.666666666666667,"1"
"2015","42",0.42156862745098,1,"1","1",0,0.515449438202247,0.323809523809524,0.51548946716233,0.392592592592593,0.518867924528302,0.392592592592592,0.437546468401487,0.461538461538462,0.437190082644628,0.741007194244604,0.222222222222222,0.741333333333333,1,"1"
"2016","30",0.308823529411765,0,"1","1",0,0.787219101123595,0.628571428571429,0.787071458075176,0.304074074074074,0.481132075471698,0.304139433551198,0.295539033457249,0.25,0.29504132231405,0.748201438848921,0.333333333333333,0.749333333333333,0,"1"
"2017","40",0.387254901960784,1,"1","1",0,0.578300561797753,0.676190476190476,0.578273440726972,0.719259259259259,0.179245283018868,0.719389978213508,0.415241635687732,0.615384615384615,0.414876033057851,0.41726618705036,0.444444444444444,0.416,1,"1"
"2018","21",0.803921568627451,0.0686274509803922,"1","2",0.78,0.455407303370786,0.628571428571429,0.455390334572491,0.395185185185185,0.433962264150943,0.39520697167756,0.471747211895911,0.625,0.471900826446281,0.438848920863309,0.333333333333333,0.44,1,"1"
"2020","22",0.196078431372549,0.0686274509803922,"1","2",0.6,0.540730337078652,0.59047619047619,0.540685667079719,0.47037037037037,0.358490566037736,0.470588235294118,0.311152416356877,0.432692307692308,0.310743801652893,0.553956834532374,0.333333333333333,0.554666666666667,0.333333333333333,"1"
"2021","42",0.524509803921569,0.0686274509803922,"1","1",0,0.711025280898876,0.295238095238095,0.710863279636514,0.608518518518519,0.575471698113208,0.608714596949891,0.562453531598513,0.336538461538462,0.56198347107438,0.129496402877698,0,0.128,0.666666666666667,"1"
"2022","35",0.504901960784314,0.0686274509803922,"1","2",0.52,0.531601123595505,0.619047619047619,0.531598513011152,0.415555555555556,0.462264150943396,0.415686274509804,0.496654275092937,0.538461538461538,0.496694214876033,0.553956834532374,0.333333333333333,0.554666666666667,0.333333333333333,"1"
"2023","9",0.558823529411765,0,"1","1",0,0.316011235955056,0.19047619047619,0.315985130111524,0.432962962962963,0.39622641509434,0.433115468409586,0.398513011152416,0.423076923076923,0.398347107438016,0.517985611510791,0.666666666666667,0.517333333333333,0.333333333333333,"1"
"2024","37",0.42156862745098,0.0686274509803922,"1","1",0,0.58813202247191,0.561904761904762,0.587980173482032,0.124074074074074,0.69811320754717,0.124183006535948,0.460223048327138,0.259615384615385,0.460330578512397,0.719424460431655,0.222222222222222,0.72,0.333333333333333,"1"
"2025","41",0.774509803921569,0.0686274509803922,"1","2",0.46,0.406952247191011,0.438095238095238,0.406856670797191,0.558888888888889,0.377358490566038,0.559041394335512,0.355390334572491,0.413461538461538,0.355371900826446,0.661870503597122,0.222222222222222,0.661333333333333,0.666666666666667,"1"
"2026","16",0.57843137254902,1,"1","1",0,0.410112359550562,0.780952380952381,0.410161090458488,0.472592592592593,0.367924528301887,0.47276688453159,0.428252788104089,0.932692307692308,0.428099173553719,0.719424460431655,0.222222222222222,0.72,0.666666666666667,"1"
"2027","34",0.333333333333333,0.0686274509803922,"1","1",0,0.407303370786517,0.59047619047619,0.407269723254853,0.474074074074074,0.537735849056604,0.474074074074074,0.707806691449814,0.634615384615385,0.707438016528925,0.76978417266187,0.555555555555556,0.770666666666667,0.333333333333333,"1"
"2028","15",0.42156862745098,0,"2","2",0.72,0.46875,0.866666666666667,0.468608013217679,0.443703703703704,0.509433962264151,0.443572984749455,0.601858736059479,0.471153846153846,0.601652892561983,0.532374100719424,0.222222222222222,0.533333333333333,0.333333333333333,"1"
"2030","37",0.75,0.0686274509803922,"2","1",0,0.379915730337079,0.20952380952381,0.379801734820322,0.526666666666667,0.877358490566038,0.526797385620915,0.428252788104089,0.557692307692308,0.428099173553719,0.79136690647482,1,0.792,0,"2"
"2031","17",0.274509803921569,0.0686274509803922,"1","2",0.74,0.574087078651685,0.276190476190476,0.57393638992152,0.792962962962963,0.69811320754717,0.793028322440087,0.328996282527881,0.596153846153846,0.328925619834711,0.60431654676259,0,0.605333333333333,0.333333333333333,"1"
"2033","32",0.735294117647059,0.0686274509803922,"1","1",0,0.285112359550562,0.771428571428571,0.285006195786865,0.786296296296296,0.160377358490566,0.786492374727669,0.479925650557621,0.125,0.480165289256198,0.705035971223022,1,0.704,0.666666666666667,"1"
"2034","32",0.78921568627451,0,"1","1",0,0.631671348314607,0.380952380952381,0.631557207765386,0.788888888888889,0.216981132075472,0.789106753812636,0.687732342007435,0.163461538461538,0.687603305785124,0.503597122302158,0.333333333333333,0.504,0.666666666666667,"2"
"2035","27",0.28921568627451,0.0686274509803922,"1","1",0,0.376755617977528,0.819047619047619,0.376703841387856,0.53,0.415094339622642,0.529847494553377,0.976951672862454,0.615384615384615,0.976859504132231,0.805755395683453,0.111111111111111,0.805333333333333,0.333333333333333,"1"
"2036","13",0.392156862745098,1,"1","1",0,0.582162921348315,0.4,0.582197439074763,0.828148148148148,0.19811320754717,0.828322440087146,0.547211895910781,0.221153846153846,0.547107438016529,0.381294964028777,0.222222222222222,0.381333333333333,1,"1"
"2037","48",0.642156862745098,0.0686274509803922,"1","1",0,0.710674157303371,0.647619047619048,0.710656753407683,0.423703703703704,0.405660377358491,0.423529411764706,0.251672862453532,0.711538461538462,0.251239669421488,0.330935251798561,0.555555555555556,0.330666666666667,1,"1"
"2038","30",0.416666666666667,0,"1","1",0,0.16186797752809,0.704761904761905,0.161916563403552,0.645185185185185,0.452830188679245,0.645315904139434,0.345353159851301,0.576923076923077,0.345454545454545,0.237410071942446,0.777777777777778,0.237333333333333,0.333333333333333,"1"
"2039","44",0.661764705882353,0,"1","1",0,0.814957865168539,0.561904761904762,0.814952498967369,0.602962962962963,0.5,0.603050108932462,0.713011152416357,0.557692307692308,0.713223140495868,0.482014388489209,0.777777777777778,0.482666666666667,0.333333333333333,"2"
"2040","26",0.588235294117647,0.0686274509803922,"1","2",0.42,0.311095505617977,0.352380952380952,0.311028500619579,0.531851851851852,0.509433962264151,0.53202614379085,0.471375464684015,0.778846153846154,0.471074380165289,0.517985611510791,0.111111111111111,0.517333333333333,0.333333333333333,"1"
"2041","13",0.509803921568627,1,"1","2",0.3,0.176966292134831,0.742857142857143,0.17699297810822,0.407037037037037,0.886792452830189,0.406971677559913,0.75910780669145,0.355769230769231,0.759504132231405,0.453237410071942,0,0.453333333333333,0.666666666666667,"1"
"2042","49",0.509803921568627,0.0686274509803922,"1","2",0.68,0.634831460674157,0.133333333333333,0.634861627426683,0.484074074074074,0.245283018867925,0.484095860566449,0.317472118959108,0.528846153846154,0.317355371900826,0.467625899280576,0.333333333333333,0.466666666666667,0.666666666666667,"1"
"2043","27",0.245098039215686,0.0686274509803922,"1","2",0.52,0.699087078651685,0.133333333333333,0.699091284593143,0.731111111111111,0.462264150943396,0.731154684095861,0.428996282527881,0.413461538461538,0.428925619834711,0.561151079136691,0.777777777777778,0.56,0.333333333333333,"1"
"2044","11",0.308823529411765,0,"1","1",0,0.303370786516854,0.666666666666667,0.303387030152829,0.46962962962963,0.566037735849057,0.469716775599129,0.361338289962825,0.346153846153846,0.361157024793388,0.215827338129496,0.444444444444444,0.216,1,"1"
"2045","27",0.387254901960784,1,"2","2",0.6,0.51439606741573,0.80952380952381,0.514250309789343,0.375925925925926,0.575471698113208,0.3760348583878,0.546840148698885,0.634615384615385,0.547107438016529,0.474820143884892,1,0.474666666666667,0,"1"
"2047","47",0.583333333333333,0.0686274509803922,"1","1",0,0.391502808988764,0.485714285714286,0.391367203634862,0.472592592592593,0.377358490566038,0.47276688453159,0.681040892193309,0.682692307692308,0.68099173553719,0.553956834532374,0.444444444444444,0.554666666666667,0.333333333333333,"1"
"2048","42",0.5,1,"1","1",0,0.592696629213483,0.742857142857143,0.592730276745147,0.422962962962963,0.613207547169811,0.423093681917211,0.575836431226766,0.451923076923077,0.57603305785124,0.633093525179856,0.333333333333333,0.632,1,"1"
"2049","36",0.799019607843137,1,"1","2",0.54,0.428370786516854,0.523809523809524,0.428335398595622,0.380740740740741,0.613207547169811,0.38082788671024,0.663197026022305,0.759615384615385,0.662809917355372,0.446043165467626,0.888888888888889,0.445333333333333,1,"1"
